carat,cut,color,clarity,depth,table,price,x,y,z,id
0.41,Very Good,D,VVS1,62.7,56.0,1349.0,4.74,4.77,2.98,21902
0.32,Ideal,E,VVS1,60.9,56.0,813.0,4.41,4.43,2.69,21903
0.58,Ideal,E,VS2,61.6,55.0,1984.0,5.38,5.33,3.3,21904
1.13,Ideal,H,SI2,62.5,57.0,4584.0,6.67,6.71,4.18,21905
0.32,Ideal,I,VS1,62.3,56.0,605.0,4.4,4.37,2.73,21906
1.01,Premium,H,SI2,59.4,62.0,3083.0,6.47,6.43,3.83,21907
0.9,Very Good,H,VS2,62.2,58.0,4157.0,6.11,6.18,3.82,21908
1.23,Premium,G,VS2,61.1,57.0,8128.0,6.96,6.91,4.24,21909
1.25,Premium,H,SI2,60.5,61.0,4200.0,6.97,6.91,4.2,21910
0.32,Good,F,SI2,63.1,56.0,421.0,4.34,4.38,2.75,21911
0.32,Ideal,D,VS2,61.9,55.0,912.0,4.43,4.45,2.75,21912
0.32,Premium,H,VVS2,62.2,58.0,602.0,4.33,4.38,2.71,21913
0.32,Premium,H,VS2,61.0,60.0,505.0,4.35,4.41,2.67,21914
1.0,Good,G,SI1,63.3,60.0,4543.0,6.24,6.33,3.98,21915
0.71,Good,E,VS2,63.2,57.0,2416.0,5.63,5.66,3.56,21916
0.26,Ideal,G,IF,62.5,57.0,605.0,4.06,4.1,2.55,21917
0.57,Ideal,E,VS2,62.2,55.0,1698.0,5.3,5.34,3.31,21918
2.29,Premium,I,VS2,60.8,60.0,18653.0,8.47,8.5,5.16,21919
1.24,Ideal,J,SI1,61.8,57.0,5000.0,6.92,6.86,4.26,21920
0.31,Ideal,G,VS1,61.4,56.0,625.0,4.36,4.37,2.68,21921
1.22,Premium,H,SI1,60.6,60.0,6387.0,6.92,6.85,4.17,21922
1.51,Good,D,I1,57.0,64.0,5979.0,7.48,7.53,4.28,21923
0.9,Ideal,F,SI2,61.8,56.0,4593.0,6.18,6.21,3.83,21924
1.06,Ideal,H,SI1,61.7,60.0,5255.0,6.48,6.52,4.01,21925
0.52,Ideal,G,SI2,61.3,56.0,1150.0,5.19,5.22,3.19,21926
2.01,Good,G,SI1,60.8,61.0,18077.0,7.99,8.09,4.89,21927
0.41,Ideal,D,SI1,63.0,56.0,920.0,4.8,4.75,3.01,21928
1.2,Premium,G,SI2,60.2,60.0,5689.0,6.9,6.83,4.13,21929
2.0,Premium,J,I1,61.5,59.0,5051.0,8.11,8.06,4.97,21930
0.9,Very Good,G,SI2,60.1,60.0,3114.0,6.22,6.32,3.77,21931
0.91,Good,E,SI1,63.1,58.0,4512.0,6.12,6.17,3.88,21932
2.01,Very Good,J,SI1,61.7,59.0,14125.0,8.01,8.09,4.97,21933
1.0,Fair,F,SI1,68.7,55.0,3387.0,6.06,5.88,4.11,21934
1.8,Very Geod,I,SI2,63.2,58.0,10161.0,7.75,7.66,4.87,21935
0.81,Good,H,SI1,65.0,56.0,2599.0,5.85,5.88,3.81,21936
1.19,Very Good,G,VVS2,61.8,59.0,8689.0,6.75,6.77,4.18,21937
1.0,Ideal,F,VS2,62.1,57.0,5929.0,6.34,6.38,3.95,21938
1.61,Premium,D,SI1,59.0,60.0,12231.0,7.68,7.6,4.51,21939
0.3,Very Good,H,SI2,63.2,55.0,485.0,4.29,4.26,2.7,21940
1.5,Premium,H,I1,61.1,59.0,3599.0,7.37,7.26,4.47,21941
1.3,Very Good,G,SI1,61.0,57.0,7985.0,7.01,7.06,4.29,21942
0.32,Ideal,I,VS2,62.5,57.0,449.0,4.35,4.39,2.73,21943
1.75,Ideal,H,I1,61.5,54.9,7276.0,7.75,7.78,4.78,21944
1.01,Very Good,E,SI2,62.2,58.0,4575.0,6.36,6.43,3.98,21945
0.3,Ideal,I,SI1,61.7,57.0,422.0,4.3,4.32,2.66,21946
0.32,Ideal,E,SI1,61.9,56.0,720.0,4.43,4.39,2.73,21947
0.71,Ideal,E,SI1,61.1,57.0,3128.0,5.75,5.77,3.52,21948
0.82,Premium,I,IF,61.2,60.0,3224.0,6.03,5.99,3.68,21949
0.42,Ideal,G,VVS1,61.2,57.0,1235.0,4.82,4.78,2.94,21950
0.52,Ideal,G,VVS2,62.1,56.0,1833.0,5.14,5.16,3.2,21951
1.01,Ideal,G,VS2,61.0,56.0,6734.0,6.47,6.51,3.96,21952
0.57,Premium,F,SI1,61.8,57.0,1571.0,5.34,5.31,3.29,21953
0.33,Premium,F,VVS2,62.3,60.0,901.0,4.43,4.4,2.75,21954
1.02,Premium,H,SI1,58.3,59.0,4819.0,6.68,6.59,3.87,21955
2.06,Ideal,I,VS2,62.2,55.0,18779.0,8.15,8.19,5.08,21956
1.22,Very Good,D,SI2,62.2,58.0,5721.0,6.85,6.91,4.28,21957
1.01,Very Geod,H,SI1,63.0,57.0,5172.0,6.34,6.36,4.0,21958
0.72,Good,F,SI1,63.9,62.0,2188.0,5.7,5.63,3.62,21959
0.28,Very Good,F,VVS1,62.9,57.0,642.0,4.13,4.17,2.61,21960
1.07,Ideal,H,SI2,59.2,57.0,4314.0,6.7,6.64,3.95,21961
1.52,Premium,D,SI1,59.5,61.0,12823.0,7.5,7.43,4.44,21962
0.7,Very Geod,F,VS2,63.3,56.0,2593.0,5.62,5.66,3.57,21963
0.74,Very Good,D,SI2,62.2,59.0,2713.0,5.75,5.79,3.59,21964
1.01,Ideal,H,VS1,62.6,57.0,5777.0,6.37,6.4,4.0,21965
1.2,Ideal,I,VS1,62.5,55.0,6639.0,6.76,6.81,4.24,21966
0.33,Ideal,E,VS2,62.0,56.0,723.0,4.46,4.48,2.77,21967
1.09,Ideal,G,I1,61.0,56.0,3549.0,6.62,6.66,4.05,21968
1.51,Very Geod,I,VS2,61.6,57.0,9185.0,7.28,7.34,4.5,21969
0.76,Premium,J,VS1,61.1,58.0,2262.0,5.91,5.85,3.59,21970
0.56,Very Good,H,SI1,59.9,60.0,1230.0,5.3,5.35,3.19,21971
0.45,Very Good,E,VS2,61.8,58.0,1129.0,4.9,4.94,3.04,21972
0.3,Premium,G,VVS1,61.8,59.0,1013.0,4.33,4.28,2.66,21973
0.9,Premium,G,SI1,60.6,62.0,2830.0,6.21,6.13,3.74,21974
0.7,Good,F,VS1,64.0,57.0,2441.0,5.62,5.54,3.57,21975
0.7,Very Good,G,SI2,63.2,57.0,1715.0,5.66,5.59,3.55,21976
0.95,Very Good,D,SI2,60.1,61.0,4418.0,6.35,6.37,3.82,21977
0.32,Good,I,VS2,63.4,55.0,449.0,4.33,4.37,2.76,21978
1.17,Ideal,G,SI1,60.7,56.0,6419.0,6.79,6.84,4.13,21979
0.53,Very Geod,E,SI2,63.2,54.0,1227.0,5.19,5.16,3.27,21980
0.5,Ideal,F,VS2,61.2,57.0,1436.0,5.1,5.13,3.13,21981
1.04,Premium,G,SI2,60.3,62.0,4158.0,6.56,6.5,3.94,21982
0.32,Ideal,D,VS2,60.5,56.0,972.0,4.48,4.45,2.7,21983
0.36,Ideal,H,VS2,61.0,55.0,587.0,4.59,4.62,2.81,21984
0.7,Very Good,F,VS2,61.4,57.0,2400.0,5.73,5.76,3.53,21985
1.07,Good,F,SI1,63.4,56.0,5561.0,6.51,6.52,4.13,21986
0.3,Premium,D,SI2,62.3,58.0,574.0,4.32,4.29,2.68,21987
0.54,Ideal,F,VS1,62.5,56.0,1819.0,5.18,5.22,3.25,21988
0.26,Very Geod,E,VVS2,61.7,61.0,564.0,4.08,4.12,2.53,21989
1.64,Premium,I,SI2,61.3,58.0,8743.0,7.62,7.58,4.66,21990
0.9,Good,F,SI1,63.1,57.0,3724.0,6.12,6.15,3.87,21991
0.38,Ideal,I,VVS2,62.0,55.0,721.0,4.64,4.69,2.89,21992
0.96,Very Good,G,SI1,63.2,57.0,4247.0,6.27,6.23,3.95,21993
0.51,Good,E,VS1,61.3,63.0,1841.0,5.11,5.16,3.15,21994
1.25,Ideal,I,SI2,63.3,56.0,5292.0,6.87,6.83,4.34,21995
0.31,Ideal,E,SI1,61.5,55.0,660.0,4.37,4.41,2.7,21996
0.72,Ideal,H,SI1,61.7,54.0,2359.0,5.77,5.81,3.57,21997
1.25,Premium,I,SI1,59.7,59.0,5390.0,7.03,6.97,4.18,21998
1.01,Good,G,VS1,63.2,61.0,6412.0,6.33,6.35,4.01,21999
0.52,Ideal,G,VVS2,62.1,57.0,1932.0,5.15,5.13,3.19,22000
0.83,Premium,H,SI1,58.6,61.0,2613.0,6.2,6.16,3.62,22001
0.35,Ideal,H,IF,60.7,56.0,1017.0,4.62,4.61,2.8,22002
0.43,Premium,G,VVS1,61.3,57.0,1264.0,4.87,4.85,2.98,22003
1.02,Very Geod,F,SI2,60.0,60.0,4207.0,6.53,6.57,3.93,22004
1.26,Ideal,J,VS2,63.2,57.0,5306.0,6.86,6.81,4.32,22005
1.7,Premium,F,VS2,62.5,61.0,13737.0,7.54,7.45,4.69,22006
0.71,Ideal,G,VS2,62.4,57.0,2515.0,5.69,5.66,3.54,22007
0.34,Premium,E,VS2,60.9,60.0,956.0,4.51,4.49,2.74,22008
0.57,Ideal,E,VS2,61.7,56.0,1851.0,5.34,5.36,3.3,22009
1.01,Very Good,F,VS2,59.9,61.0,5988.0,6.46,6.5,3.88,22010
1.08,Premium,G,VS1,63.0,59.0,7523.0,6.56,6.5,4.11,22011
0.4,Premium,E,SI2,61.4,57.0,855.0,4.74,4.68,2.89,22012
0.33,Premium,E,SI1,61.1,58.0,579.0,4.43,4.47,2.72,22013
0.3,Ideal,G,VS1,61.5,56.0,776.0,4.34,4.28,2.65,22014
1.2,Ideal,D,SI2,60.2,57.0,6140.0,6.88,6.93,4.16,22015
1.0,Very Good,G,VS1,62.4,60.0,6263.0,6.37,6.39,3.98,22016
1.01,Very Good,H,VS2,61.6,60.0,5204.0,6.46,6.39,3.96,22017
0.72,Premium,G,SI1,60.6,62.0,2246.0,5.81,5.77,3.51,22018
0.33,Ideal,G,VVS1,62.3,55.0,1114.0,4.46,4.43,2.77,22019
0.33,Ideal,F,VVS1,61.3,55.0,939.0,4.45,4.46,2.73,22020
1.83,Very Good,E,SI2,62.0,57.0,12379.0,7.81,7.89,4.87,22021
0.26,Very Good,G,VVS1,61.8,57.0,545.0,4.06,4.1,2.52,22022
1.01,Good,E,SI1,64.1,59.0,4480.0,6.35,6.31,4.06,22023
0.36,Fair,F,VS1,55.3,67.0,810.0,4.79,4.72,2.63,22024
1.01,Very Good,G,VS2,61.5,56.0,5759.0,6.41,6.47,3.96,22025
0.31,Ideal,F,IF,61.8,54.0,1046.0,4.37,4.33,2.69,22026
0.31,Ideal,D,VS1,60.5,57.0,766.0,4.4,4.43,2.67,22027
0.27,Ideal,E,VVS2,62.2,55.0,622.0,4.12,4.17,2.58,22028
1.0,Premium,F,SI1,62.3,59.0,5292.0,6.43,6.37,3.99,22029
0.25,Ideal,F,VVS1,60.9,57.0,575.0,4.06,4.09,2.48,22030
0.55,Ideal,F,VVS2,60.7,56.0,2259.0,5.31,5.34,3.23,22031
0.51,Ideal,F,SI2,60.2,55.0,1191.0,5.19,5.24,3.14,22032
1.27,Ideal,G,VS2,61.9,57.0,9489.0,6.9,6.93,4.28,22033
0.7,Fair,I,I1,68.6,57.0,1147.0,5.46,5.34,3.71,22034
0.31,Ideal,G,VS1,62.5,57.0,625.0,4.34,4.37,2.72,22035
1.01,Premium,G,SI2,62.7,58.0,4327.0,6.44,6.38,4.02,22036
0.3,Ideal,F,SI1,61.2,55.0,609.0,4.35,4.37,2.67,22037
2.02,Premium,G,SI1,61.8,58.0,17579.0,8.16,8.1,4.94,22038
0.72,Very Good,G,VS1,60.1,63.0,3024.0,5.86,5.82,3.51,22039
0.33,Premium,E,VVS1,60.1,58.0,984.0,4.47,4.51,2.7,22040
2.0,Premium,G,SI2,59.1,59.0,12521.0,8.2,8.14,4.83,22041
0.39,Very Good,E,VS2,60.1,61.0,889.0,4.72,4.76,2.85,22042
2.07,Premium,F,SI2,60.7,59.0,18611.0,8.21,8.16,4.97,22043
0.39,Very Geod,E,VS2,60.0,56.0,808.0,4.76,4.81,2.87,22044
0.56,Premium,I,VVS1,60.6,59.0,1622.0,5.29,5.33,3.22,22045
2.0,Premium,E,SI2,58.1,60.0,15984.0,8.32,8.25,4.81,22046
1.04,Ideal,F,SI1,62.2,57.0,4770.0,6.5,6.4,4.01,22047
0.3,Good,H,SI1,63.9,55.0,540.0,4.27,4.24,2.72,22048
1.04,Premium,H,SI1,60.0,58.0,3902.0,6.59,6.52,3.93,22049
1.06,Ideal,G,SI2,62.2,55.0,4459.0,6.53,6.56,4.07,22050
0.4,Ideal,I,VVS2,62.0,56.0,1240.0,4.74,4.77,2.95,22051
0.34,Ideal,G,VS2,62.2,55.0,765.0,4.5,4.47,2.79,22052
1.01,Good,G,SI2,62.4,60.0,4150.0,6.32,6.38,3.96,22053
0.31,Good,G,SI2,63.2,55.0,408.0,4.31,4.33,2.73,22054
0.7,Good,F,I1,63.9,60.0,1040.0,5.65,5.52,3.58,22055
0.72,Ideal,H,VVS2,61.7,55.0,3417.0,5.77,5.8,3.57,22056
2.07,Fair,G,I1,67.7,56.0,6503.0,7.76,7.73,5.25,22057
0.51,Ideal,D,VS2,62.7,55.0,1882.0,5.12,5.09,3.2,22058
1.01,Ideal,G,SI2,59.3,60.0,4556.0,6.54,6.58,3.89,22059
1.0,Premium,F,SI2,62.4,61.0,4155.0,6.34,6.32,3.95,22060
0.52,Ideal,G,VVS1,61.6,55.0,2063.0,5.14,5.18,3.18,22061
1.01,Premium,H,I1,58.1,59.0,3167.0,6.66,6.6,0.0,22062
1.21,Premium,H,SI2,60.9,61.0,5218.0,6.88,6.82,4.17,22063
1.58,Ideal,E,VS2,62.7,56.0,15721.0,7.55,7.45,4.7,22064
1.01,Premium,E,SI2,60.4,60.0,4790.0,6.46,6.49,3.91,22065
1.01,Premium,H,SI2,61.5,60.0,4242.0,6.4,6.34,3.92,22066
0.31,Good,D,SI2,63.7,58.0,462.0,4.27,4.3,2.73,22067
0.72,Ideal,D,SI2,62.7,55.0,2647.0,5.7,5.72,3.58,22068
0.4,Ideal,I,VS1,61.9,55.0,919.0,4.74,4.77,2.94,22069
0.25,Ideal,F,VS1,61.8,56.0,595.0,4.07,4.09,2.52,22070
0.36,Very Good,F,VS1,61.3,54.0,781.0,4.63,4.65,2.84,22071
0.37,Premium,D,SI1,60.4,59.0,681.0,4.62,4.68,2.81,22072
1.01,Very Good,D,SI1,62.9,58.0,5731.0,6.33,6.38,4.0,22073
2.0,Premium,D,SI2,61.6,59.0,17674.0,8.09,8.2,5.02,22074
0.31,Premium,G,VS1,60.8,61.0,802.0,4.35,4.33,2.64,22075
2.1,Very Good,I,SI2,60.6,60.0,12612.0,8.29,8.33,5.04,22076
0.31,Very Good,G,VS1,62.9,57.0,625.0,4.3,4.32,2.71,22077
0.31,Ideal,H,VVS2,61.7,55.8,652.0,4.35,4.39,2.69,22078
0.3,Ideal,I,SI2,62.0,54.0,348.0,4.31,4.34,2.68,22079
0.7,Good,F,SI1,63.1,64.0,2167.0,5.61,5.58,3.53,22080
0.3,Ideal,E,VVS2,61.4,57.0,1013.0,4.34,4.32,2.66,22081
0.51,Premium,F,SI1,59.4,61.0,1349.0,5.26,5.21,3.11,22082
1.51,Fair,G,I1,65.6,54.0,4167.0,7.28,7.1,4.72,22083
0.7,Good,I,SI1,63.6,61.0,2142.0,5.63,5.59,3.57,22084
0.33,Ideal,F,IF,61.2,56.0,1240.0,4.47,4.49,2.74,22085
1.25,Ideal,G,SI2,61.5,56.0,6300.0,7.0,6.92,4.28,22086
2.01,Good,I,VS2,65.0,57.0,17497.0,7.85,7.99,5.15,22087
0.34,Ideal,G,IF,61.9,55.0,974.0,4.51,4.54,2.8,22088
1.5,Premium,E,SI2,60.1,60.0,9450.0,7.42,7.35,4.44,22089
0.75,Premium,G,SI1,60.9,58.0,2631.0,5.87,5.83,3.56,22090
0.7,Very Good,E,VS2,63.4,59.0,2952.0,5.63,5.67,3.58,22091
0.31,Premium,G,VS1,62.2,56.0,802.0,4.36,4.32,2.7,22092
1.01,Premium,G,SI2,60.1,58.0,3173.0,6.54,6.39,3.89,22093
0.74,Ideal,H,VVS1,61.1,56.0,3804.0,5.84,5.91,3.59,22094
1.0,Ideal,G,SI2,62.8,57.0,4284.0,6.37,6.31,3.98,22095
1.12,Ideal,J,SI2,62.5,57.0,4325.0,6.63,6.59,4.13,22096
1.34,Ideal,J,SI2,62.0,56.0,5358.0,7.09,7.03,4.38,22097
0.43,Very Good,F,SI1,62.5,56.0,792.0,4.82,4.85,3.02,22098
0.53,Ideal,E,VVS1,61.7,57.0,2407.0,5.17,5.21,3.2,22099
0.47,Premium,G,VS2,61.8,60.0,1102.0,4.98,4.95,3.07,22100
0.31,Good,G,VVS1,63.1,56.0,816.0,4.33,4.35,2.74,22101
0.4,Very Good,I,VS1,63.5,55.0,882.0,4.71,4.67,2.98,22102
0.35,Ideal,E,SI1,61.2,57.0,788.0,4.56,4.52,2.78,22103
1.06,Very Good,I,VS1,58.5,58.3,5293.0,6.66,6.79,3.94,22104
1.51,Ideal,H,SI1,61.9,58.0,10096.0,7.33,7.37,4.55,22105
1.52,Fair,H,SI2,65.0,57.0,7388.0,7.12,7.09,4.62,22106
0.54,Premium,G,VS1,61.6,56.0,1847.0,5.26,5.23,3.23,22107
1.03,Ideal,E,VVS2,61.7,54.0,9932.0,6.49,6.52,4.02,22108
0.73,Ideal,H,VVS2,61.6,56.0,2846.0,5.79,5.84,3.58,22109
1.22,Very Good,G,SI1,62.4,57.0,6704.0,6.75,6.8,4.23,22110
1.03,Good,D,SI2,59.3,58.0,4671.0,6.57,6.61,3.91,22111
0.54,Ideal,H,SI1,62.2,56.0,1154.0,5.19,5.26,3.25,22112
1.2,Ideal,G,SI1,60.5,56.0,5996.0,6.84,6.87,4.15,22113
0.63,Ideal,D,IF,61.2,53.0,3832.0,5.55,5.6,3.41,22114
0.6,Ideal,F,VS1,61.9,55.0,2201.0,5.4,5.42,3.35,22115
0.42,Premium,F,VS1,61.2,58.0,1031.0,4.82,4.86,2.96,22116
0.71,Very Good,G,VS2,62.1,58.0,2649.0,5.69,5.77,3.56,22117
0.92,Ideal,J,SI1,62.3,56.0,3170.0,6.24,6.29,3.9,22118
1.71,Ideal,I,VS2,60.5,56.0,11455.0,7.71,7.73,4.67,22119
0.52,Ideal,E,VS2,61.1,55.0,1689.0,5.2,5.27,3.2,22120
0.92,Good,F,SI2,64.2,58.0,3282.0,6.14,6.11,3.93,22121
1.34,Very Good,J,VS1,63.0,57.0,6237.0,6.9,7.01,4.38,22122
1.17,Very Geod,D,VS1,60.5,57.0,10681.0,6.79,6.86,4.13,22123
0.34,Ideal,D,I1,61.4,55.0,413.0,4.5,4.52,2.77,22124
0.92,Ideal,H,VS1,60.9,57.0,4328.0,6.33,6.29,3.84,22125
1.39,Premium,H,VS2,62.5,59.0,7006.0,7.17,7.1,4.46,22126
2.06,Ideal,I,SI2,63.3,54.0,14505.0,8.09,8.14,5.13,22127
0.44,Premium,G,VS2,60.6,58.0,828.0,4.9,4.96,2.99,22128
1.5,Premium,F,VS2,61.5,58.0,14071.0,7.34,7.36,4.52,22129
0.6,Premium,E,SI1,60.0,57.0,1698.0,5.52,5.48,3.3,22130
0.26,Premium,E,VS1,60.1,60.0,580.0,4.15,4.1,2.48,22131
0.71,Very Good,H,VS1,63.9,60.0,2562.0,5.54,5.6,3.56,22132
0.31,Very Good,G,VS1,63.3,56.0,802.0,4.33,4.29,2.73,22133
0.7,Ideal,F,VVS2,61.7,58.0,3644.0,5.66,5.71,3.51,22134
1.3,Very Geod,G,VS1,62.5,57.0,9837.0,6.92,6.96,4.34,22135
0.28,Ideal,F,IF,61.4,57.0,787.0,4.22,4.25,2.6,22136
0.3,Ideal,J,VVS1,61.8,56.0,464.0,4.31,4.33,2.67,22137
0.53,Premium,E,SI2,59.9,58.0,984.0,5.31,5.27,3.17,22138
0.33,Ideal,F,VVS1,61.9,55.0,880.0,4.44,4.48,2.76,22139
0.71,Very Good,F,VS2,63.3,57.0,3146.0,5.65,5.69,3.59,22140
0.24,Ideal,F,VVS1,61.8,55.0,678.0,4.0,4.03,2.48,22141
0.3,Ideal,D,VVS2,62.2,55.0,814.0,4.32,4.33,2.69,22142
1.7,Ideal,I,VS2,61.7,56.0,11360.0,7.72,7.64,4.74,22143
0.7,Ideal,E,VS2,62.1,55.0,2952.0,5.71,5.75,3.56,22144
0.52,Ideal,F,SI1,60.4,56.0,1337.0,5.31,5.29,3.2,22145
0.72,Ideal,I,VVS2,61.2,59.0,2452.0,5.75,5.79,3.53,22146
0.55,Very Good,D,VVS1,61.5,56.0,2815.0,5.23,5.27,3.23,22147
1.05,Very Good,H,SI1,63.2,56.0,5027.0,6.51,6.47,4.1,22148
0.3,Ideal,F,VS1,61.8,53.0,621.0,4.32,4.36,2.68,22149
1.2,Ideal,F,VS1,62.1,58.0,10367.0,6.78,6.84,4.23,22150
0.93,Premium,F,SI2,59.5,60.0,3620.0,6.39,6.36,3.79,22151
0.56,Very Good,G,VS1,60.2,56.0,1686.0,5.35,5.37,3.23,22152
0.35,Premium,F,VS2,60.4,59.0,879.0,4.57,4.54,2.75,22153
0.32,Premium,E,VVS2,61.1,58.0,1080.0,4.45,4.42,2.71,22154
0.55,Ideal,D,VVS2,61.5,56.0,3468.0,5.26,5.28,3.24,22155
0.41,Premium,D,VVS1,62.2,58.0,1349.0,4.71,4.77,2.95,22156
0.56,Ideal,G,VS2,62.0,56.0,1580.0,5.28,5.3,3.28,22157
0.24,Ideal,E,SI1,62.5,56.0,486.0,4.01,3.99,2.5,22158
2.03,Ideal,J,SI1,62.6,55.0,13357.0,8.06,8.1,5.06,22159
0.51,Fair,G,SI1,64.5,56.0,1160.0,5.06,5.01,3.25,22160
1.24,Good,E,SI2,58.5,57.0,5809.0,7.03,7.1,4.13,22161
0.33,Premium,G,VVS1,60.9,58.0,1114.0,4.47,4.43,2.71,22162
0.5,Very Geod,G,SI1,62.3,58.0,1153.0,5.06,5.08,3.16,22163
0.76,Ideal,E,VS2,61.5,56.0,3192.0,5.92,5.89,3.63,22164
0.3,Premium,I,VS1,60.5,60.0,608.0,4.33,4.3,2.61,22165
0.37,Ideal,E,VS2,60.1,59.0,768.0,4.64,4.68,2.8,22166
1.27,Very Geod,J,SI1,63.2,55.0,5669.0,6.89,6.87,4.35,22167
2.11,Ideal,H,SI2,60.0,56.0,12226.0,8.43,8.35,5.03,22168
0.27,Ideal,G,SI2,62.3,55.0,361.0,4.14,4.18,2.59,22169
0.32,Ideal,H,SI1,61.0,56.6,471.0,4.4,4.43,2.7,22170
0.39,Premium,E,SI2,63.0,61.0,834.0,4.65,4.62,2.92,22171
0.5,Ideal,F,VS1,62.1,55.0,1731.0,5.08,5.12,3.17,22172
0.52,Ideal,G,VVS2,62.3,55.0,2012.0,5.16,5.12,3.2,22173
0.5,Very Good,E,SI1,61.4,63.0,1128.0,5.06,5.1,3.12,22174
0.42,Ideal,D,SI1,61.9,57.0,810.0,4.77,4.82,2.97,22175
0.33,Ideal,J,VS1,61.6,54.0,451.0,4.5,4.52,2.78,22176
1.19,Ideal,G,VVS2,60.7,57.0,9587.0,6.8,6.85,4.14,22177
0.24,Very Good,E,VS1,61.5,57.0,357.0,3.99,4.07,2.48,22178
0.34,Ideal,E,VS1,62.0,56.0,805.0,4.48,4.52,2.79,22179
1.04,Premium,J,VS2,58.7,58.0,4043.0,6.68,6.61,3.9,22180
1.21,Very Good,D,SI2,62.4,58.0,6248.0,6.77,6.83,4.24,22181
0.5,Very Good,E,VS1,62.5,58.0,1665.0,5.04,5.11,3.17,22182
0.5,Good,D,SI1,63.6,58.0,1436.0,5.05,5.08,3.22,22183
0.31,Ideal,D,SI2,62.1,57.0,593.0,4.34,4.32,2.69,22184
0.3,Ideal,E,VS2,61.8,56.0,658.0,4.31,4.33,2.67,22185
1.13,Premium,I,SI2,62.2,59.0,3987.0,6.67,6.61,4.13,22186
1.08,Ideal,F,VS1,61.4,55.0,8405.0,6.61,6.69,4.08,22187
0.33,Ideal,F,VS2,62.1,55.0,854.0,4.47,4.45,2.77,22188
0.51,Ideal,E,VS1,62.0,57.0,1841.0,5.11,5.15,3.18,22189
1.02,Ideal,G,VVS2,59.2,58.0,8107.0,6.56,6.62,3.9,22190
0.7,Good,E,VS2,63.0,61.0,2394.0,5.51,5.64,3.51,22191
0.41,Ideal,J,VS1,62.2,55.0,604.0,4.76,4.79,2.97,22192
0.32,Ideal,E,VS2,62.0,55.0,702.0,4.36,4.38,2.71,22193
1.73,Very Good,H,VS2,61.7,56.0,12998.0,7.64,7.7,4.73,22194
0.71,Ideal,I,VVS2,60.7,57.0,3007.0,5.76,5.8,3.51,22195
0.4,Premium,D,VS1,62.5,60.0,1200.0,4.72,4.66,2.93,22196
0.87,Ideal,F,VS1,62.0,55.0,5640.0,6.1,6.13,3.79,22197
0.71,Premium,F,VS2,60.8,58.0,2694.0,5.79,5.76,3.51,22198
1.09,Very Good,I,SI2,63.8,57.0,4078.0,6.5,6.55,4.16,22199
1.04,Premium,G,SI2,61.2,58.0,4200.0,6.5,6.57,4.0,22200
0.32,Ideal,G,VS2,61.6,54.0,560.0,4.4,4.43,2.72,22201
0.51,Ideal,D,VS1,61.7,54.0,1752.0,5.12,5.15,3.17,22202
1.1,Ideal,F,VS2,62.2,57.0,7658.0,6.62,6.59,4.11,22203
1.02,Very Good,H,SI2,62.6,60.0,4229.0,6.3,6.38,3.97,22204
0.73,Very Geod,F,SI1,61.3,56.0,3023.0,5.78,5.84,3.56,22205
0.6,Very Geod,F,SI1,60.0,61.0,1554.0,5.48,5.52,3.3,22206
0.34,Premium,G,VVS1,61.5,59.0,1122.0,4.5,4.47,2.76,22207
0.7,Fair,H,I1,62.1,66.0,1138.0,5.56,5.52,3.44,22208
0.7,Very Good,G,VS2,58.7,53.0,2563.0,5.83,5.86,3.43,22209
1.32,Premium,J,VS2,60.4,58.0,5800.0,7.11,7.14,4.3,22210
1.66,Premium,J,VVS2,62.6,59.0,10062.0,7.58,7.54,4.73,22211
0.9,Ideal,H,VS2,62.4,56.0,4044.0,6.15,6.18,3.85,22212
0.42,Very Good,H,SI1,62.1,59.0,700.0,4.78,4.81,2.98,22213
1.05,Ideal,F,VVS1,59.0,60.0,12315.0,6.62,6.67,3.92,22214
0.42,Good,D,SI2,60.7,61.0,617.0,4.78,4.84,2.92,22215
1.04,Very Good,H,SI1,62.0,58.0,5285.0,6.42,6.48,4.0,22216
0.55,Ideal,J,VS2,61.7,54.0,1260.0,5.34,5.29,3.28,22217
0.54,Ideal,G,VVS1,61.8,55.0,2236.0,5.27,5.24,3.25,22218
1.04,Premium,E,VVS1,60.9,58.0,11279.0,6.53,6.61,4.0,22219
1.08,Ideal,I,VS2,61.9,57.0,5172.0,6.54,6.61,4.07,22220
1.01,Very Good,D,SI1,61.4,59.0,6270.0,6.37,6.43,3.93,22221
0.32,Ideal,H,VVS2,59.8,57.0,628.0,4.48,4.52,2.69,22222
0.6,Ideal,E,VS1,61.7,55.0,2774.0,5.41,5.44,3.35,22223
0.3,Ideal,F,VS1,61.3,55.0,731.0,4.36,4.32,2.66,22224
0.47,Premium,H,VS1,61.8,58.0,1221.0,4.99,4.94,3.07,22225
0.5,Ideal,E,SI1,59.7,62.0,1331.0,5.16,5.19,3.09,22226
1.04,Ideal,H,VS2,62.2,57.0,6133.0,6.46,6.49,4.03,22227
0.5,Very Good,E,VS2,61.3,58.0,1624.0,5.06,5.12,3.12,22228
0.59,Good,J,IF,63.7,59.0,2053.0,5.3,5.28,3.37,22229
1.21,Ideal,J,VS2,62.5,57.0,5707.0,6.79,6.74,4.23,22230
